84000000	-84	CSO:Abnormal_Soil_Moisture_Deficit
84000001	-84	CSO:Abnormally_Dry_Weather
84000002	-84	CSO:Abnormally_Low_Precipitation
84000003	-84	CSO:Absorption_of_Radiation
84000004	-84	CSO:Accumulation_of_Energy
84000005	-84	CSO:Accumulation_of_Ice
84000006	-84	CSO:Accumulation_of_Snow
84000007	-84	CSO:Acidic_Sea_Water
84000008	-84	CSO:Activity
84000009	-84	CSO:Adverse_Economic_Effect
84000010	-84	CSO:Adverse_Effect
84000011	-84	CSO:Adverse_Environmental_Effect
84000012	-84	CSO:Adverse_Human_Effect
84000013	-84	CSO:Adverse_Impact_on_Health
84000014	-84	CSO:Adverse_Impact_on_Livelihood
84000015	-84	CSO:Adverse_Impact_on_Lives
84000016	-84	CSO:Adverse_Impact_on_Well-being
84000017	-84	CSO:Adverse_Impact
84000018	-84	CSO:Adverse_Material_Effect
84000019	-84	CSO:Aerosol
84000020	-84	CSO:Aerosol_Content
84000021	-84	CSO:Aerosol_Role
84000022	-84	CSO:Affecting_Local_Climate
84000023	-84	CSO:Agricultural_Drought
84000024	-84	CSO:Agricultural_Export_Subsidy
84000025	-84	CSO:Agricultural_Practice
84000026	-84	CSO:Air
84000027	-84	CSO:Air_Pollution
84000028	-84	CSO:Air_Quality
84000029	-84	CSO:Amount_of_Emitted_Infrared_Radiation
84000030	-84	CSO:Amount_of_Precipitation
84000031	-84	CSO:Amundsen_Sea
84000032	-84	CSO:Annual_CO2_Emission
84000033	-84	CSO:Annual_Mean_Precipitation
84000034	-84	CSO:Antarctic_Ice_Sheet
84000035	-84	CSO:Antarctic_Oscillation
84000036	-84	CSO:Anthropogenic_Activity
84000037	-84	CSO:Anthropogenic_Atmospheric_Material
84000038	-84	CSO:Anthropogenic_Carbon_Dioxide
84000039	-84	CSO:Anthropogenic_Change
84000040	-84	CSO:Anthropogenic_Climate_Change
84000041	-84	CSO:Anthropogenic_Combustion_of_Fossil_Fuel
84000042	-84	CSO:Anthropogenic_Emission
84000043	-84	CSO:Anthropogenic_Forcing
84000044	-84	CSO:Anthropogenic_Forcing_Role
84000045	-84	CSO:Anthropogenic_Greenhouse_Gas
84000046	-84	CSO:Anthropogenic_Increase_in_Greenhouse_Gas_Concentrations
84000047	-84	CSO:Anthropogenic_Ocean_Acidification
84000048	-84	CSO:Arctic_Summer_Sea_Ice_Retreat
84000049	-84	CSO:Area_Encompassed_by_Monsoon_Systems
84000050	-84	CSO:Areal_Extent_of_Permafrost
84000051	-84	CSO:Argon
84000052	-84	CSO:Asset
84000053	-84	CSO:Atmosphere-Biosphere_Interaction
84000054	-84	CSO:Atmosphere-Human_Activity_Interaction
84000055	-84	CSO:Atmosphere-Ice_Interaction
84000056	-84	CSO:Atmosphere-Land_Interaction
84000057	-84	CSO:Atmosphere-Ocean_Heat_Exchange
84000058	-84	CSO:Atmosphere-Ocean_Interaction
84000059	-84	CSO:Atmospheric-Land_Hydrospheric_Interaction
84000060	-84	CSO:Atmospheric_CO2
84000061	-84	CSO:Atmospheric_Change
84000062	-84	CSO:Atmospheric_Circulation
84000063	-84	CSO:Atmospheric_Composition
84000064	-84	CSO:Atmospheric_Gas
84000065	-84	CSO:Atmospheric_Layer
84000066	-84	CSO:Atmospheric_Liquid
84000067	-84	CSO:Atmospheric_Material
84000068	-84	CSO:Atmospheric_Pressure
84000069	-84	CSO:Atmospheric_Process
84000070	-84	CSO:Atmospheric_Quality
84000071	-84	CSO:Atmospheric_Solid
84000072	-84	CSO:Atmospheric_Temperature
84000073	-84	CSO:Atmospheric_Variability
84000074	-84	CSO:Background_Surface_Ozone
84000075	-84	CSO:Balanced_Emission
84000076	-84	CSO:Barystatic_Global_Mean_Sea_Level_Change
84000077	-84	CSO:Beneficial_Impact
84000078	-84	CSO:Benefit
84000079	-84	CSO:Biogeochemical_Anthropogenic_Change
84000080	-84	CSO:Biogeochemical_Feedback
84000081	-84	CSO:Biogeophysical_Anthropogenic_Change
84000082	-84	CSO:Biological_Feedback
84000083	-84	CSO:Biological_Feeback_Involving_Terrestrial_Vegetation
84000084	-84	CSO:Biological_Process
84000085	-84	CSO:Biospheric_Aerosol_Formation
