model	dataset	k	n_repeats	threshold	accuracy	precision	recall	specificity	f1	tp	tn	fp	fn
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.26353276353276356	0.956	0.425	0.271	0.985	0.330	7	665	10	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.26495726495726496	0.956	0.425	0.271	0.985	0.330	7	665	10	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2663817663817664	0.956	0.425	0.271	0.985	0.330	7	665	10	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2678062678062678	0.957	0.428	0.271	0.985	0.331	7	665	10	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2692307692307692	0.957	0.428	0.271	0.985	0.331	7	665	10	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2706552706552707	0.957	0.432	0.271	0.985	0.332	7	666	10	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2720797720797721	0.957	0.432	0.271	0.985	0.332	7	666	10	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.27350427350427353	0.957	0.438	0.271	0.986	0.334	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.27492877492877493	0.957	0.438	0.271	0.986	0.334	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2763532763532764	0.957	0.438	0.271	0.986	0.334	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2777777777777778	0.957	0.437	0.264	0.986	0.328	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2792022792022792	0.957	0.437	0.264	0.986	0.328	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.28062678062678065	0.957	0.437	0.264	0.986	0.328	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.28205128205128205	0.957	0.437	0.264	0.986	0.328	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2834757834757835	0.957	0.437	0.264	0.986	0.328	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2849002849002849	0.957	0.442	0.264	0.986	0.329	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.28632478632478636	0.957	0.432	0.257	0.986	0.320	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.28774928774928776	0.957	0.432	0.257	0.986	0.320	7	666	9	20
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.28917378917378916	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2905982905982906	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.292022792022792	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2934472934472935	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.2948717948717949	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.29629629629629634	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.29772079772079774	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.29914529914529914	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3005698005698006	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.301994301994302	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.30341880341880345	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.30484330484330485	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3062678062678063	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3076923076923077	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3091168091168091	0.957	0.420	0.250	0.986	0.311	7	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.31054131054131057	0.957	0.405	0.243	0.986	0.301	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.31196581196581197	0.957	0.405	0.243	0.986	0.301	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3133903133903134	0.957	0.409	0.243	0.986	0.303	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3148148148148148	0.957	0.391	0.236	0.986	0.292	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3162393162393163	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3176638176638177	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3190883190883191	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.32051282051282054	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.32193732193732194	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3233618233618234	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3247863247863248	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.32621082621082625	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.32763532763532766	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.32905982905982906	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3304843304843305	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3319088319088319	0.956	0.384	0.229	0.986	0.285	6	666	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.33333333333333337	0.957	0.389	0.229	0.987	0.286	6	667	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.33475783475783477	0.957	0.389	0.229	0.987	0.286	6	667	9	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.33618233618233617	0.957	0.392	0.229	0.987	0.286	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.33760683760683763	0.957	0.392	0.229	0.987	0.286	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.33903133903133903	0.957	0.385	0.221	0.987	0.279	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3404558404558405	0.957	0.385	0.221	0.987	0.279	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3418803418803419	0.957	0.385	0.221	0.987	0.279	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.34330484330484334	0.957	0.385	0.221	0.987	0.279	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.34472934472934474	0.957	0.393	0.221	0.987	0.281	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.34615384615384615	0.957	0.393	0.221	0.987	0.281	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3475783475783476	0.957	0.393	0.221	0.987	0.281	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.349002849002849	0.957	0.393	0.221	0.987	0.281	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.35042735042735046	0.957	0.393	0.221	0.987	0.281	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.35185185185185186	0.957	0.393	0.221	0.987	0.281	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3532763532763533	0.957	0.393	0.221	0.987	0.281	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3547008547008547	0.957	0.397	0.221	0.988	0.282	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3561253561253561	0.957	0.403	0.221	0.988	0.284	6	667	8	21
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3575498575498576	0.957	0.387	0.207	0.988	0.267	5	667	8	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.358974358974359	0.957	0.387	0.207	0.988	0.267	5	667	8	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.36039886039886043	0.957	0.387	0.207	0.988	0.267	5	667	8	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.36182336182336183	0.957	0.387	0.207	0.988	0.267	5	667	8	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3632478632478633	0.957	0.391	0.207	0.988	0.268	5	668	8	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3646723646723647	0.957	0.396	0.207	0.988	0.269	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3660968660968661	0.957	0.396	0.207	0.988	0.269	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.36752136752136755	0.957	0.396	0.207	0.988	0.269	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.36894586894586895	0.957	0.396	0.207	0.988	0.269	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3703703703703704	0.958	0.407	0.207	0.989	0.272	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3717948717948718	0.958	0.407	0.207	0.989	0.272	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.37321937321937326	0.958	0.396	0.200	0.989	0.263	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.37464387464387466	0.958	0.396	0.200	0.989	0.263	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.37606837606837606	0.958	0.396	0.200	0.989	0.263	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3774928774928775	0.958	0.396	0.200	0.989	0.263	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3789173789173789	0.958	0.396	0.200	0.989	0.263	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3803418803418804	0.958	0.389	0.193	0.989	0.254	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3817663817663818	0.958	0.389	0.193	0.989	0.254	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.38319088319088324	0.958	0.389	0.193	0.989	0.254	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.38461538461538464	0.958	0.389	0.193	0.989	0.254	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.38603988603988604	0.958	0.389	0.193	0.989	0.254	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3874643874643875	0.958	0.389	0.193	0.989	0.254	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3888888888888889	0.958	0.389	0.193	0.989	0.254	5	668	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.39031339031339035	0.958	0.395	0.193	0.990	0.256	5	669	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.39173789173789175	0.958	0.395	0.193	0.990	0.256	5	669	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3931623931623932	0.958	0.395	0.193	0.990	0.256	5	669	7	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.3945868945868946	0.958	0.401	0.193	0.990	0.257	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.396011396011396	0.958	0.401	0.193	0.990	0.257	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.39743589743589747	0.958	0.401	0.193	0.990	0.257	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.39886039886039887	0.959	0.408	0.193	0.990	0.258	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4002849002849003	0.959	0.408	0.193	0.990	0.258	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4017094017094017	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4031339031339031	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4045584045584046	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.405982905982906	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.40740740740740744	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.40883190883190884	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4102564102564103	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4116809116809117	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4131054131054131	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.41452991452991456	0.959	0.414	0.193	0.991	0.259	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.41595441595441596	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4173789173789174	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4188034188034188	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.42022792022792027	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.42165242165242167	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4230769230769231	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.42450142450142453	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.42592592592592593	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4273504273504274	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4287749287749288	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.43019943019943024	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.43162393162393164	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.43304843304843305	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4344729344729345	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4358974358974359	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.43732193732193736	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.43874643874643876	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4401709401709402	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4415954415954416	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.443019943019943	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4444444444444445	0.959	0.406	0.186	0.991	0.251	5	669	6	22
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4458689458689459	0.958	0.397	0.179	0.991	0.242	5	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.44729344729344733	0.958	0.397	0.179	0.991	0.242	5	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.44871794871794873	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4501424501424502	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4515669515669516	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.452991452991453	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.45441595441595445	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.45584045584045585	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4572649572649573	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4586894586894587	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.46011396011396016	0.958	0.386	0.171	0.991	0.233	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.46153846153846156	0.958	0.393	0.171	0.991	0.235	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.46296296296296297	0.958	0.393	0.171	0.991	0.235	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4643874643874644	0.958	0.393	0.171	0.991	0.235	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4658119658119658	0.958	0.393	0.171	0.991	0.235	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4672364672364673	0.958	0.393	0.171	0.991	0.235	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4686609686609687	0.958	0.393	0.171	0.991	0.235	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.47008547008547014	0.958	0.393	0.171	0.991	0.235	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.47150997150997154	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.47293447293447294	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4743589743589744	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4757834757834758	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.47720797720797725	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.47863247863247865	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.48005698005698005	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4814814814814815	0.958	0.387	0.164	0.991	0.227	4	669	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4829059829059829	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.48433048433048437	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.48575498575498577	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4871794871794872	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4886039886039886	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.49002849002849	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4914529914529915	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4928774928774929	0.958	0.397	0.164	0.991	0.228	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.49430199430199434	0.958	0.347	0.157	0.991	0.215	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.49572649572649574	0.958	0.347	0.157	0.991	0.215	4	670	6	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4971509971509972	0.958	0.354	0.157	0.991	0.216	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.4985754985754986	0.958	0.354	0.157	0.991	0.216	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5	0.958	0.354	0.157	0.991	0.216	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5014245014245015	0.958	0.354	0.157	0.991	0.216	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5028490028490029	0.958	0.354	0.157	0.991	0.216	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5042735042735043	0.958	0.348	0.150	0.991	0.209	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5056980056980057	0.958	0.348	0.150	0.991	0.209	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5071225071225072	0.958	0.348	0.150	0.991	0.209	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5085470085470086	0.958	0.348	0.150	0.991	0.209	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.50997150997151	0.958	0.348	0.150	0.991	0.209	4	670	5	23
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5113960113960114	0.958	0.343	0.143	0.992	0.200	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5128205128205129	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5142450142450142	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5156695156695157	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5170940170940171	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5185185185185185	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.51994301994302	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5213675213675214	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5227920227920229	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5242165242165242	0.958	0.350	0.143	0.992	0.201	4	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5256410256410257	0.958	0.343	0.136	0.992	0.193	3	670	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5270655270655271	0.959	0.361	0.136	0.993	0.196	3	671	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5284900284900285	0.959	0.361	0.136	0.993	0.196	3	671	5	24
logistic_regression_avg	cc_aquatic_evaluation_combined_super_vector_files	5	1	0.5299145299145299	0.958	0.345	0.129	0.993	0.186	3	671	5	24
