model	dataset	k	n_repeats	threshold	accuracy	precision	recall	specificity	f1	tp	tn	fp	fn
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3685897435897436	0.959	0.630	0.332	0.990	0.433	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3696581196581197	0.959	0.627	0.327	0.990	0.428	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.37072649572649574	0.959	0.627	0.327	0.990	0.428	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3717948717948718	0.959	0.627	0.327	0.990	0.428	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3728632478632479	0.959	0.627	0.327	0.990	0.428	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.373931623931624	0.959	0.627	0.327	0.990	0.428	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.37500000000000006	0.959	0.627	0.327	0.990	0.428	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3760683760683761	0.959	0.627	0.327	0.990	0.428	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3771367521367522	0.959	0.624	0.323	0.990	0.423	14	885	8	29
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.37820512820512825	0.959	0.622	0.318	0.990	0.419	14	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3792735042735043	0.959	0.622	0.318	0.990	0.419	14	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3803418803418804	0.959	0.622	0.318	0.990	0.419	14	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.38141025641025644	0.959	0.622	0.318	0.990	0.419	14	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3824786324786325	0.959	0.622	0.318	0.990	0.419	14	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.38354700854700857	0.959	0.622	0.318	0.990	0.419	14	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.38461538461538464	0.959	0.626	0.318	0.990	0.420	14	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3856837606837607	0.959	0.622	0.314	0.990	0.415	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.38675213675213677	0.959	0.622	0.314	0.990	0.415	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3878205128205129	0.959	0.622	0.314	0.990	0.415	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.38888888888888895	0.958	0.618	0.309	0.990	0.410	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.389957264957265	0.958	0.618	0.309	0.990	0.410	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3910256410256411	0.958	0.618	0.309	0.990	0.410	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.39209401709401714	0.958	0.618	0.309	0.990	0.410	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3931623931623932	0.958	0.618	0.309	0.990	0.410	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3942307692307693	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.39529914529914534	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3963675213675214	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.39743589743589747	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.39850427350427353	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.3995726495726496	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.40064102564102566	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4017094017094017	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.40277777777777785	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4038461538461539	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.40491452991453	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.40598290598290604	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4070512820512821	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.40811965811965817	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.40918803418803423	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4102564102564103	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.41132478632478636	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4123931623931624	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4134615384615385	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.41452991452991456	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4155982905982906	0.959	0.623	0.309	0.991	0.412	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4166666666666667	0.958	0.619	0.305	0.991	0.407	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.41773504273504275	0.958	0.619	0.305	0.991	0.407	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.41880341880341887	0.958	0.619	0.305	0.991	0.407	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.41987179487179493	0.958	0.619	0.305	0.991	0.407	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.420940170940171	0.958	0.619	0.305	0.991	0.407	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.42200854700854706	0.958	0.619	0.305	0.991	0.407	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.42307692307692313	0.959	0.625	0.305	0.991	0.408	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4241452991452992	0.959	0.625	0.305	0.991	0.408	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.42521367521367526	0.959	0.625	0.305	0.991	0.408	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4262820512820513	0.959	0.625	0.305	0.991	0.408	13	885	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4273504273504274	0.959	0.631	0.305	0.991	0.409	13	886	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.42841880341880345	0.959	0.631	0.305	0.991	0.409	13	886	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4294871794871795	0.959	0.631	0.305	0.991	0.409	13	886	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4305555555555556	0.959	0.631	0.305	0.991	0.409	13	886	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.43162393162393164	0.959	0.627	0.300	0.991	0.405	13	886	8	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4326923076923077	0.959	0.633	0.300	0.991	0.406	13	886	7	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.43376068376068383	0.959	0.633	0.300	0.991	0.406	13	886	7	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4348290598290599	0.959	0.633	0.300	0.991	0.406	13	886	7	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.43589743589743596	0.959	0.633	0.300	0.991	0.406	13	886	7	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.436965811965812	0.959	0.633	0.300	0.991	0.406	13	886	7	30
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4380341880341881	0.959	0.629	0.295	0.991	0.400	13	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.43910256410256415	0.959	0.629	0.295	0.991	0.400	13	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4401709401709402	0.959	0.629	0.295	0.991	0.400	13	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4412393162393163	0.959	0.629	0.295	0.991	0.400	13	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.44230769230769235	0.959	0.629	0.295	0.991	0.400	13	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4433760683760684	0.959	0.629	0.295	0.991	0.400	13	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4444444444444445	0.958	0.624	0.291	0.991	0.395	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.44551282051282054	0.958	0.624	0.291	0.991	0.395	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4465811965811966	0.958	0.620	0.286	0.991	0.390	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.44764957264957267	0.958	0.620	0.286	0.991	0.390	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4487179487179488	0.958	0.620	0.286	0.991	0.390	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.44978632478632485	0.958	0.620	0.286	0.991	0.390	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4508547008547009	0.958	0.620	0.286	0.991	0.390	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.451923076923077	0.958	0.615	0.282	0.991	0.385	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.45299145299145305	0.958	0.615	0.282	0.991	0.385	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4540598290598291	0.958	0.615	0.282	0.991	0.385	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4551282051282052	0.958	0.615	0.282	0.991	0.385	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.45619658119658124	0.958	0.620	0.282	0.991	0.386	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4572649572649573	0.958	0.627	0.282	0.992	0.387	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.45833333333333337	0.958	0.624	0.277	0.992	0.382	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.45940170940170943	0.958	0.624	0.277	0.992	0.382	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4604700854700855	0.958	0.624	0.277	0.992	0.382	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.46153846153846156	0.958	0.624	0.277	0.992	0.382	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.46260683760683763	0.958	0.624	0.277	0.992	0.382	12	886	7	31
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.46367521367521375	0.958	0.629	0.273	0.992	0.379	12	886	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4647435897435898	0.958	0.629	0.273	0.992	0.379	12	886	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4658119658119659	0.958	0.625	0.268	0.992	0.374	11	886	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.46688034188034194	0.958	0.625	0.268	0.992	0.374	11	886	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.467948717948718	0.958	0.625	0.268	0.992	0.374	11	886	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.46901709401709407	0.958	0.625	0.268	0.992	0.374	11	886	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.47008547008547014	0.958	0.625	0.268	0.992	0.374	11	886	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4711538461538462	0.958	0.630	0.264	0.992	0.370	11	887	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.47222222222222227	0.958	0.630	0.264	0.992	0.370	11	887	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.47329059829059833	0.958	0.630	0.264	0.992	0.370	11	887	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4743589743589744	0.958	0.626	0.259	0.992	0.364	11	887	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.47542735042735046	0.958	0.626	0.259	0.992	0.364	11	887	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4764957264957265	0.958	0.626	0.259	0.992	0.364	11	887	7	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4775641025641026	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4786324786324787	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4797008547008548	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.48076923076923084	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4818376068376069	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.48290598290598297	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.48397435897435903	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4850427350427351	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.48611111111111116	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4871794871794872	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4882478632478633	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.48931623931623935	0.958	0.630	0.259	0.992	0.365	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4903846153846154	0.958	0.642	0.259	0.993	0.367	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4914529914529915	0.958	0.642	0.259	0.993	0.367	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.49252136752136755	0.958	0.638	0.255	0.993	0.363	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4935897435897436	0.958	0.638	0.255	0.993	0.363	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.49465811965811973	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4957264957264958	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.49679487179487186	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.4978632478632479	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.498931623931624	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5010683760683761	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5021367521367522	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5032051282051283	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5042735042735044	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5053418803418804	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5064102564102565	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5074786324786326	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5085470085470086	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5096153846153847	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5106837606837608	0.958	0.645	0.255	0.993	0.364	11	887	6	32
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5117521367521368	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5128205128205129	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.513888888888889	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.514957264957265	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5160256410256411	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5170940170940171	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5181623931623932	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5192307692307693	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5202991452991453	0.958	0.651	0.250	0.993	0.360	11	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5213675213675214	0.958	0.649	0.245	0.993	0.355	10	888	6	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5224358974358975	0.959	0.668	0.245	0.994	0.357	10	888	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5235042735042735	0.959	0.674	0.245	0.994	0.359	10	888	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5245726495726496	0.959	0.671	0.241	0.994	0.353	10	888	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5256410256410257	0.959	0.671	0.241	0.994	0.353	10	888	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5267094017094017	0.959	0.671	0.241	0.994	0.353	10	888	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5277777777777778	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5288461538461539	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5299145299145299	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.530982905982906	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5320512820512822	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5331196581196582	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5341880341880343	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5352564102564104	0.959	0.686	0.241	0.994	0.356	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5363247863247864	0.959	0.679	0.232	0.994	0.345	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5373931623931625	0.959	0.679	0.232	0.994	0.345	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5384615384615385	0.959	0.679	0.232	0.994	0.345	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5395299145299146	0.959	0.679	0.232	0.994	0.345	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5405982905982907	0.959	0.679	0.232	0.994	0.345	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5416666666666667	0.959	0.679	0.232	0.994	0.345	10	889	5	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5427350427350428	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5438034188034189	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5448717948717949	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.545940170940171	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5470085470085471	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5480769230769231	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5491452991452992	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5502136752136753	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5512820512820513	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5523504273504274	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5534188034188035	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5544871794871795	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5555555555555556	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5566239316239316	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5576923076923077	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5587606837606838	0.959	0.686	0.232	0.995	0.346	10	889	4	33
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5598290598290598	0.959	0.682	0.227	0.995	0.340	10	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5608974358974359	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.561965811965812	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5630341880341881	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5641025641025642	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5651709401709403	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5662393162393163	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5673076923076924	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5683760683760685	0.958	0.675	0.218	0.995	0.329	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5694444444444445	0.958	0.670	0.214	0.995	0.322	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5705128205128206	0.958	0.670	0.214	0.995	0.322	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5715811965811967	0.958	0.670	0.214	0.995	0.322	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5726495726495727	0.958	0.670	0.214	0.995	0.322	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5737179487179488	0.958	0.670	0.214	0.995	0.322	9	889	4	34
logistic_regression_avg	cc_combined_evaluation_combined_super_vector_files	5	1	0.5747863247863249	0.958	0.670	0.214	0.995	0.322	9	889	4	34
