model	model_nr	dataset	k	n_repeats	threshold	accuracy	precision	recall	specificity	f1	tp	tn	fp	fn
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.603448275862069	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6077586206896551	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6120689655172413	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6163793103448276	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6206896551724138	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.625	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6293103448275862	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6336206896551724	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6379310344827586	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6422413793103449	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.646551724137931	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6508620689655172	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6551724137931034	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6594827586206896	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6637931034482758	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6681034482758621	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6724137931034483	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6767241379310345	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6810344827586207	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6853448275862069	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6896551724137931	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6939655172413793	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.6982758620689655	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7025862068965517	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7068965517241379	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7112068965517241	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7155172413793104	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7198275862068966	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7241379310344828	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.728448275862069	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7327586206896551	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7370689655172413	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7413793103448276	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7456896551724138	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.75	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7543103448275862	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7586206896551724	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7629310344827586	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7672413793103449	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.771551724137931	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7758620689655172	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7801724137931034	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7844827586206896	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7887931034482758	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7931034482758621	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7974137931034483	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8017241379310345	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8060344827586207	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8103448275862069	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.814655172413793	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8189655172413793	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8232758620689655	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8275862068965517	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8318965517241379	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8362068965517241	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8405172413793104	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8448275862068966	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8491379310344828	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.853448275862069	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8577586206896551	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8620689655172413	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8663793103448276	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8706896551724138	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.875	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8793103448275862	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8836206896551724	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8879310344827586	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8922413793103449	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.896551724137931	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9008620689655172	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9051724137931034	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9094827586206896	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9137931034482758	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9181034482758621	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9224137931034483	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9267241379310345	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9310344827586207	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9353448275862069	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.939655172413793	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9439655172413793	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9482758620689655	0.932	0.500	0.125	0.991	0.200	2	216	2	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9525862068965517	0.936	0.667	0.125	0.995	0.211	2	217	1	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9568965517241379	0.936	0.667	0.125	0.995	0.211	2	217	1	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9612068965517241	0.936	0.667	0.125	0.995	0.211	2	217	1	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9655172413793103	0.936	0.667	0.125	0.995	0.211	2	217	1	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9698275862068966	0.936	0.667	0.125	0.995	0.211	2	217	1	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9741379310344828	0.936	0.667	0.125	0.995	0.211	2	217	1	14
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.978448275862069	0.932	0.500	0.062	0.995	0.111	1	217	1	15
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9827586206896551	0.936	1.000	0.062	1.000	0.118	1	218	0	15
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9870689655172413	0.936	1.000	0.062	1.000	0.118	1	218	0	15
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9913793103448276	0.936	1.000	0.062	1.000	0.118	1	218	0	15
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9956896551724138	0.936	1.000	0.062	1.000	0.118	1	218	0	15
logistic_regression	fold4_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	1.0	0.932	0.000	0.000	1.000	0.000	0	218	0	16
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.0	0.068	0.068	1.000	0.000	0.128	16	0	218	0
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.004310344827586207	0.192	0.070	0.875	0.142	0.129	14	31	187	2
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.008620689655172414	0.308	0.080	0.875	0.266	0.147	14	58	160	2
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.01293103448275862	0.453	0.088	0.750	0.431	0.158	12	94	124	4
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.017241379310344827	0.628	0.126	0.750	0.619	0.216	12	135	83	4
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.021551724137931036	0.812	0.231	0.750	0.817	0.353	12	178	40	4
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.02586206896551724	0.838	0.261	0.750	0.844	0.387	12	184	34	4
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.030172413793103446	0.872	0.316	0.750	0.881	0.444	12	192	26	4
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.034482758620689655	0.885	0.333	0.688	0.899	0.449	11	196	22	5
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.03879310344827586	0.889	0.333	0.625	0.908	0.435	10	198	20	6
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.04310344827586207	0.893	0.345	0.625	0.913	0.444	10	199	19	6
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.04741379310344827	0.897	0.357	0.625	0.917	0.455	10	200	18	6
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.05172413793103448	0.910	0.400	0.625	0.931	0.488	10	203	15	6
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.05603448275862069	0.923	0.455	0.625	0.945	0.526	10	206	12	6
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.06034482758620689	0.932	0.500	0.625	0.954	0.556	10	208	10	6
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.06465517241379311	0.944	0.588	0.625	0.968	0.606	10	211	7	6
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.06896551724137931	0.940	0.562	0.562	0.968	0.562	9	211	7	7
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.07327586206896551	0.940	0.562	0.562	0.968	0.562	9	211	7	7
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.07758620689655173	0.944	0.600	0.562	0.972	0.581	9	212	6	7
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.08189655172413793	0.949	0.643	0.562	0.977	0.600	9	213	5	7
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.08620689655172414	0.953	0.692	0.562	0.982	0.621	9	214	4	7
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.09051724137931035	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.09482758620689655	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.09913793103448276	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.10344827586206896	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.10775862068965517	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.11206896551724138	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.11637931034482758	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.12068965517241378	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.125	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.12931034482758622	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1336206896551724	0.949	0.667	0.500	0.982	0.571	8	214	4	8
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.13793103448275862	0.944	0.636	0.438	0.982	0.519	7	214	4	9
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.14224137931034483	0.949	0.700	0.438	0.986	0.538	7	215	3	9
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.14655172413793102	0.949	0.700	0.438	0.986	0.538	7	215	3	9
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.15086206896551724	0.944	0.667	0.375	0.986	0.480	6	215	3	10
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.15517241379310345	0.944	0.667	0.375	0.986	0.480	6	215	3	10
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.15948275862068964	0.944	0.667	0.375	0.986	0.480	6	215	3	10
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.16379310344827586	0.944	0.667	0.375	0.986	0.480	6	215	3	10
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.16810344827586207	0.944	0.667	0.375	0.986	0.480	6	215	3	10
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1724137931034483	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.17672413793103448	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1810344827586207	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1853448275862069	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1896551724137931	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.1939655172413793	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.19827586206896552	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2025862068965517	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.20689655172413793	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.21120689655172414	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.21551724137931033	0.940	0.625	0.312	0.986	0.417	5	215	3	11
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.21982758620689655	0.936	0.571	0.250	0.986	0.348	4	215	3	12
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.22413793103448276	0.936	0.571	0.250	0.986	0.348	4	215	3	12
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.22844827586206895	0.936	0.571	0.250	0.986	0.348	4	215	3	12
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.23275862068965517	0.936	0.571	0.250	0.986	0.348	4	215	3	12
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.23706896551724138	0.936	0.571	0.250	0.986	0.348	4	215	3	12
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.24137931034482757	0.936	0.571	0.250	0.986	0.348	4	215	3	12
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.24568965517241378	0.936	0.571	0.250	0.986	0.348	4	215	3	12
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.25	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2543103448275862	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.25862068965517243	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2629310344827586	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2672413793103448	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.27155172413793105	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.27586206896551724	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2801724137931034	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.28448275862068967	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.28879310344827586	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.29310344827586204	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.2974137931034483	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3017241379310345	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.30603448275862066	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3103448275862069	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3146551724137931	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3189655172413793	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3232758620689655	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3275862068965517	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3318965517241379	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.33620689655172414	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.34051724137931033	0.932	0.500	0.188	0.986	0.273	3	215	3	13
logistic_regression	fold5_rep1	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.3448275862068966	0.932	0.500	0.188	0.986	0.273	3	215	3	13
