threshold	recall	specificity	FalsePositiveRate	precision	F1
0.115	0.364	0.967	0.033	0.318	0.339
0.117	0.364	0.967	0.033	0.318	0.339
0.121	0.364	0.967	0.033	0.325	0.343
0.120	0.364	0.967	0.033	0.318	0.339
0.118	0.364	0.967	0.033	0.318	0.339
0.113	0.364	0.966	0.034	0.313	0.337
0.111	0.364	0.966	0.034	0.311	0.335
0.114	0.364	0.966	0.034	0.315	0.338
0.110	0.371	0.965	0.035	0.313	0.340
0.108	0.371	0.965	0.035	0.312	0.339
0.107	0.371	0.965	0.035	0.309	0.337
0.105	0.371	0.965	0.035	0.309	0.337
0.104	0.371	0.965	0.035	0.309	0.337
0.103	0.371	0.964	0.036	0.307	0.336
0.101	0.371	0.964	0.036	0.307	0.336
0.100	0.371	0.964	0.036	0.307	0.336
0.098	0.371	0.964	0.036	0.306	0.335
0.097	0.371	0.964	0.036	0.303	0.334
0.095	0.371	0.963	0.037	0.301	0.332
0.093	0.379	0.962	0.038	0.294	0.331
0.094	0.371	0.962	0.038	0.293	0.327
0.091	0.386	0.961	0.039	0.297	0.336
0.090	0.386	0.961	0.039	0.295	0.334
0.088	0.386	0.960	0.040	0.292	0.332
0.087	0.386	0.960	0.040	0.288	0.330
0.085	0.386	0.959	0.041	0.285	0.328
0.084	0.386	0.958	0.042	0.278	0.323
0.083	0.386	0.958	0.042	0.278	0.323
0.081	0.386	0.957	0.043	0.271	0.318
0.080	0.386	0.956	0.044	0.269	0.317
0.078	0.386	0.955	0.045	0.265	0.314
0.077	0.386	0.955	0.045	0.264	0.314
0.075	0.386	0.953	0.047	0.257	0.309
0.074	0.393	0.953	0.047	0.261	0.314
0.073	0.393	0.951	0.049	0.254	0.309
0.071	0.393	0.950	0.050	0.248	0.304
0.070	0.393	0.949	0.051	0.244	0.301
0.068	0.393	0.948	0.052	0.241	0.299
0.067	0.393	0.947	0.053	0.236	0.295
0.066	0.400	0.947	0.053	0.239	0.299
0.064	0.407	0.945	0.055	0.237	0.300
0.063	0.407	0.944	0.056	0.233	0.296
0.060	0.414	0.943	0.057	0.232	0.297
0.061	0.414	0.943	0.057	0.235	0.300
0.058	0.414	0.941	0.059	0.225	0.292
0.057	0.421	0.939	0.061	0.224	0.292
0.056	0.429	0.936	0.064	0.216	0.287
0.054	0.429	0.935	0.065	0.214	0.286
0.053	0.443	0.933	0.067	0.215	0.289
0.051	0.464	0.933	0.067	0.223	0.301
0.050	0.471	0.931	0.069	0.223	0.303
0.048	0.479	0.929	0.071	0.219	0.301
0.047	0.479	0.927	0.073	0.215	0.297
0.046	0.479	0.926	0.074	0.212	0.294
0.044	0.486	0.924	0.076	0.211	0.294
0.043	0.493	0.922	0.078	0.210	0.295
0.041	0.493	0.921	0.079	0.208	0.293
0.040	0.507	0.919	0.081	0.208	0.295
0.038	0.521	0.916	0.084	0.206	0.295
0.037	0.521	0.914	0.086	0.202	0.291
0.036	0.521	0.911	0.089	0.196	0.285
0.034	0.529	0.907	0.093	0.192	0.282
0.033	0.543	0.904	0.096	0.191	0.283
0.031	0.564	0.899	0.101	0.190	0.284
0.030	0.579	0.896	0.104	0.189	0.285
0.028	0.586	0.891	0.109	0.184	0.280
0.027	0.600	0.887	0.113	0.183	0.280
0.026	0.614	0.878	0.122	0.174	0.271
0.024	0.614	0.871	0.129	0.167	0.263
0.023	0.636	0.861	0.139	0.161	0.257
0.021	0.650	0.853	0.147	0.157	0.253
0.020	0.664	0.838	0.162	0.149	0.243
0.019	0.679	0.823	0.177	0.141	0.234
0.017	0.729	0.801	0.199	0.137	0.231
0.016	0.736	0.768	0.232	0.120	0.206
0.014	0.750	0.718	0.282	0.103	0.181
0.013	0.750	0.666	0.334	0.087	0.156
0.011	0.771	0.609	0.391	0.076	0.138
0.010	0.793	0.539	0.461	0.067	0.124
0.009	0.814	0.491	0.509	0.062	0.115
0.007	0.843	0.442	0.558	0.059	0.110
0.006	0.871	0.340	0.660	0.052	0.098
0.004	0.929	0.233	0.767	0.048	0.091
0.003	0.957	0.148	0.852	0.044	0.084
0.001	0.993	0.083	0.917	0.043	0.082
0.000	1.000	0.000	1.000	0.040	0.077
