threshold	recall	specificity	FalsePositiveRate	precision	F1
0.147	0.464	0.976	0.024	0.497	0.480
0.149	0.459	0.976	0.024	0.495	0.476
0.151	0.455	0.976	0.024	0.493	0.473
0.152	0.455	0.976	0.024	0.493	0.473
0.144	0.464	0.976	0.024	0.494	0.479
0.134	0.473	0.975	0.025	0.492	0.482
0.132	0.473	0.975	0.025	0.491	0.482
0.136	0.473	0.975	0.025	0.494	0.483
0.137	0.468	0.975	0.025	0.492	0.480
0.135	0.473	0.975	0.025	0.492	0.482
0.131	0.473	0.974	0.026	0.484	0.478
0.130	0.482	0.974	0.026	0.487	0.484
0.129	0.491	0.974	0.026	0.492	0.491
0.128	0.491	0.974	0.026	0.492	0.491
0.127	0.495	0.974	0.026	0.492	0.493
0.126	0.495	0.974	0.026	0.489	0.492
0.125	0.495	0.974	0.026	0.489	0.492
0.124	0.500	0.974	0.026	0.492	0.496
0.123	0.500	0.974	0.026	0.492	0.496
0.120	0.500	0.973	0.027	0.481	0.490
0.121	0.500	0.973	0.027	0.484	0.492
0.122	0.500	0.973	0.027	0.484	0.492
0.119	0.500	0.972	0.028	0.477	0.488
0.118	0.500	0.972	0.028	0.475	0.487
0.112	0.509	0.971	0.029	0.468	0.488
0.113	0.505	0.971	0.029	0.466	0.485
0.116	0.500	0.971	0.029	0.469	0.484
0.115	0.500	0.971	0.029	0.468	0.483
0.114	0.505	0.971	0.029	0.466	0.485
0.111	0.514	0.970	0.030	0.468	0.490
0.110	0.514	0.970	0.030	0.468	0.490
0.109	0.514	0.970	0.030	0.462	0.487
0.108	0.518	0.970	0.030	0.464	0.490
0.107	0.523	0.969	0.031	0.463	0.491
0.104	0.523	0.968	0.032	0.450	0.484
0.106	0.523	0.968	0.032	0.453	0.485
0.105	0.523	0.968	0.032	0.451	0.484
0.103	0.527	0.967	0.033	0.447	0.484
0.100	0.527	0.967	0.033	0.443	0.481
0.101	0.527	0.967	0.033	0.445	0.483
0.099	0.527	0.966	0.034	0.440	0.480
0.098	0.532	0.966	0.034	0.442	0.483
0.097	0.536	0.965	0.035	0.435	0.480
0.096	0.536	0.965	0.035	0.433	0.479
0.095	0.541	0.964	0.036	0.433	0.481
0.094	0.541	0.964	0.036	0.432	0.480
0.093	0.545	0.964	0.036	0.432	0.482
0.092	0.550	0.963	0.037	0.429	0.482
0.088	0.568	0.962	0.038	0.430	0.489
0.089	0.568	0.962	0.038	0.433	0.491
0.091	0.550	0.962	0.038	0.426	0.480
0.090	0.564	0.962	0.038	0.431	0.489
0.087	0.573	0.960	0.040	0.417	0.483
0.085	0.573	0.959	0.041	0.410	0.478
0.084	0.577	0.958	0.042	0.409	0.479
0.083	0.582	0.957	0.043	0.406	0.478
0.082	0.582	0.957	0.043	0.400	0.474
0.081	0.582	0.957	0.043	0.400	0.474
0.080	0.582	0.955	0.045	0.393	0.469
0.079	0.582	0.954	0.046	0.385	0.463
0.078	0.586	0.954	0.046	0.386	0.465
0.077	0.586	0.952	0.048	0.379	0.460
0.076	0.591	0.952	0.048	0.379	0.462
0.075	0.595	0.950	0.050	0.373	0.459
0.074	0.605	0.949	0.051	0.373	0.461
0.073	0.605	0.948	0.052	0.368	0.458
0.072	0.605	0.947	0.053	0.364	0.455
0.071	0.605	0.946	0.054	0.359	0.451
0.069	0.605	0.945	0.055	0.356	0.448
0.068	0.605	0.944	0.056	0.351	0.444
0.067	0.605	0.944	0.056	0.350	0.443
0.066	0.605	0.943	0.057	0.345	0.439
0.065	0.605	0.942	0.058	0.342	0.437
0.064	0.605	0.941	0.059	0.337	0.433
0.063	0.609	0.941	0.059	0.337	0.434
0.062	0.609	0.940	0.060	0.337	0.434
0.061	0.618	0.940	0.060	0.338	0.437
0.060	0.623	0.939	0.061	0.338	0.438
0.059	0.632	0.938	0.062	0.335	0.438
0.058	0.632	0.936	0.064	0.331	0.434
0.057	0.632	0.935	0.065	0.324	0.428
0.054	0.645	0.934	0.066	0.326	0.433
0.056	0.641	0.934	0.066	0.326	0.432
0.053	0.655	0.933	0.067	0.327	0.436
0.052	0.659	0.932	0.068	0.324	0.434
0.051	0.659	0.930	0.070	0.320	0.431
0.050	0.659	0.928	0.072	0.313	0.424
0.049	0.659	0.926	0.074	0.308	0.420
0.048	0.668	0.925	0.075	0.307	0.421
0.047	0.673	0.923	0.077	0.304	0.419
0.046	0.673	0.922	0.078	0.302	0.417
0.045	0.673	0.920	0.080	0.296	0.411
0.044	0.677	0.916	0.084	0.287	0.403
0.043	0.682	0.914	0.086	0.283	0.400
0.042	0.682	0.912	0.088	0.278	0.395
0.041	0.682	0.910	0.090	0.273	0.390
0.040	0.691	0.907	0.093	0.270	0.388
0.038	0.691	0.905	0.095	0.265	0.383
0.037	0.695	0.902	0.098	0.262	0.381
0.036	0.700	0.900	0.100	0.259	0.378
0.035	0.705	0.896	0.104	0.252	0.371
0.034	0.709	0.894	0.106	0.249	0.369
0.033	0.727	0.892	0.108	0.251	0.373
0.032	0.727	0.887	0.113	0.242	0.363
0.031	0.727	0.884	0.116	0.237	0.357
0.030	0.727	0.877	0.123	0.227	0.346
0.029	0.736	0.872	0.128	0.221	0.340
0.028	0.745	0.864	0.136	0.213	0.331
0.027	0.745	0.857	0.143	0.206	0.323
0.026	0.750	0.849	0.151	0.197	0.312
0.025	0.777	0.839	0.161	0.194	0.310
0.024	0.777	0.825	0.175	0.182	0.295
0.022	0.777	0.806	0.194	0.169	0.278
0.021	0.777	0.791	0.209	0.159	0.264
0.020	0.777	0.773	0.227	0.149	0.250
0.019	0.777	0.729	0.271	0.126	0.217
0.018	0.786	0.676	0.324	0.107	0.188
0.017	0.795	0.649	0.351	0.100	0.178
0.016	0.809	0.618	0.382	0.095	0.170
0.015	0.814	0.594	0.406	0.090	0.162
0.014	0.818	0.563	0.437	0.084	0.152
0.013	0.818	0.536	0.464	0.080	0.146
0.012	0.818	0.511	0.489	0.076	0.139
0.011	0.823	0.469	0.531	0.071	0.131
0.010	0.836	0.431	0.569	0.068	0.126
0.009	0.859	0.390	0.610	0.065	0.121
0.007	0.868	0.315	0.685	0.059	0.110
0.006	0.900	0.258	0.742	0.056	0.105
0.005	0.918	0.207	0.793	0.054	0.102
0.004	0.932	0.176	0.824	0.053	0.100
0.003	0.945	0.145	0.855	0.052	0.099
0.002	0.973	0.110	0.890	0.051	0.097
0.001	0.977	0.059	0.941	0.049	0.093
0.000	1.000	0.000	1.000	0.047	0.090
